10155655850468db78d106ce0a280f87,3,3,4,3,2,3,This is a plane with a round cone for a head
10155655850468db78d106ce0a280f87,4,4,5,4,3,5,"The plane has an angle. The plane is war. it is Jet. Is modern There are more than 4 passengers. There are 2 engines."
10155655850468db78d106ce0a280f87,2,5,5,5,5,5,This is a military airplane.
10155655850468db78d106ce0a280f87,5,5,3,3,3,3,modified attack aircraft
10155655850468db78d106ce0a280f87,5,5,5,5,3,5,A sleek military bomber like an f-16.
10155655850468db78d106ce0a280f87,4,4,3,3,3,5,Very rectangular looking airplane.
10155655850468db78d106ce0a280f87,5,5,5,3,1,2,Menacing toy jet that has no engines yet would be fun for a 8 year old.
10155655850468db78d106ce0a280f87,4,5,5,5,3,5,A helicopter style airplane without a propeller and jet engines on the wings.
10155655850468db78d106ce0a280f87,3,5,5,3,5,5,"This plane isn't 100 percent round but its not all angular either.  looks like 4 jets, and it seems like a strong plane that could be used for millitary."
10155655850468db78d106ce0a280f87,4,5,5,2,2,3,It is an old-looking jet with a very large fuselage compared to the wings and a rear engine.
1021a0914a7207aff927ed529ad90a11,4,1,5,5,3,5,This airplane has two engines and a flat wing.
1021a0914a7207aff927ed529ad90a11,1,1,5,5,3,5,A jet engine commercial airplane with the engine attached close to the body and towards the tail part
1021a0914a7207aff927ed529ad90a11,1,1,5,4,3,5,Twin engine private jet
1021a0914a7207aff927ed529ad90a11,3,1,5,5,3,5,This is a plane with two engines and many seats
1021a0914a7207aff927ed529ad90a11,1,1,5,5,3,5,This seems like a 747 commercial airplane
1021a0914a7207aff927ed529ad90a11,1,1,5,4,3,5,Twin engine private jet
1021a0914a7207aff927ed529ad90a11,1,1,5,5,3,5,commercial airplane with two jet engines on its rear
1021a0914a7207aff927ed529ad90a11,3,1,5,5,3,5,This is a plane with two engines on its rear
1021a0914a7207aff927ed529ad90a11,1,2,5,4,3,5,"A jet type aircraft, used for commercial flights mostly less than 100 passengers."
1021a0914a7207aff927ed529ad90a11,2,2,5,4,3,5,"Smaller, two winged passenger plane."
1026dd1b26120799107f68a9cb8e3c,2,2,5,4,3,5,passenger plane with 2 short wings by cockpit and 2 longer wings near center
1026dd1b26120799107f68a9cb8e3c,1,2,5,5,3,5,This airplane is a private jet with two engines.
1026dd1b26120799107f68a9cb8e3c,2,1,5,5,5,5,"A long, rounded jet with turbo engines on the back, on top of the plane. There is a high wing on the back"
1026dd1b26120799107f68a9cb8e3c,5,5,5,5,3,5,a midsized military plane with bombs.
1026dd1b26120799107f68a9cb8e3c,1,1,5,5,3,5,Large modern commercial jet with twin rear engines and much more than four seats for passengers.
1026dd1b26120799107f68a9cb8e3c,1,1,5,3,3,5,Commercial jet aircraft
1026dd1b26120799107f68a9cb8e3c,4,1,5,5,5,5,"this looks like a passenger plane with lots of windows on either side, an engine on each wing tip and and engine on either side of the back of the plane by the tail end"
1026dd1b26120799107f68a9cb8e3c,2,1,5,5,3,5,This airplane is commercial and has a small and large wing.
1026dd1b26120799107f68a9cb8e3c,3,1,5,5,3,5,It is a passenger jet with two winglets mounted high on the front and two engines attached to the rear of the fuselage.
1026dd1b26120799107f68a9cb8e3c,5,4,5,5,5,5,A large craft with multiple engines and wings attached at irregular points.
103c9e43cdf6501c62b600da24e0965,1,1,5,5,5,5,This seems like a 747 commercial airplane
103c9e43cdf6501c62b600da24e0965,2,1,5,5,5,5,Four engines on the wing of a modern jumbo passenger jet.
103c9e43cdf6501c62b600da24e0965,4,2,4,4,5,5,This four engine plane looks comercial
103c9e43cdf6501c62b600da24e0965,1,1,5,5,5,5,commercial type of airplane with 2 jet engines on each wing
103c9e43cdf6501c62b600da24e0965,4,1,5,2,5,5,A old model jet airliner.
103c9e43cdf6501c62b600da24e0965,2,1,5,5,5,5,modern commercial airliner
103c9e43cdf6501c62b600da24e0965,3,1,5,5,5,5,This is a large plane with four huge engines
103c9e43cdf6501c62b600da24e0965,1,1,5,4,5,5,Quad engine airliner
103c9e43cdf6501c62b600da24e0965,1,1,5,5,5,5,An airplane with four jet engines and american airline written on the body
103c9e43cdf6501c62b600da24e0965,4,1,5,5,5,5,Jumbo commercial airplane
105f7f51e4140ee4b6b87e72ead132ed,1,1,5,5,3,5,Large modern commercial jet with twin rear engines and much more than four seats for passengers.
105f7f51e4140ee4b6b87e72ead132ed,1,1,5,5,3,5,longer passenger plane with decals on sides and 2 engines mounted near rear
105f7f51e4140ee4b6b87e72ead132ed,2,2,5,2,3,5,"It has a small frame, with thin wings, and a large fin."
105f7f51e4140ee4b6b87e72ead132ed,1,1,5,5,3,5,This airplane is commercial and has two rear engines
105f7f51e4140ee4b6b87e72ead132ed,2,1,5,5,3,5,smaller type of passenger plane.
105f7f51e4140ee4b6b87e72ead132ed,1,1,5,4,3,5,"Twin rear engine airliner, with crossbar tail."
105f7f51e4140ee4b6b87e72ead132ed,1,1,5,5,3,5,"This commercial jet has two engines, which are mounted on either side of the one hull and is used to transport people all over the globe in a timely fashion."
105f7f51e4140ee4b6b87e72ead132ed,1,1,5,4,3,5,Twin engine airliner
105f7f51e4140ee4b6b87e72ead132ed,2,1,5,3,3,5,This looks like a small to medium sized passenger airliner with a large tale and swept back wings that seem proportional to the tail.
105f7f51e4140ee4b6b87e72ead132ed,1,1,5,4,3,5,Twin engine airliner
1066b65c30d153e04c3a35cee92bb95b,2,1,5,5,3,5,brazilian regional aircraft
1066b65c30d153e04c3a35cee92bb95b,1,1,5,5,3,5,A twin engine underwing commercial jet plane with winglets.
