100715345ee54d7ae38b52b4ee9d36a3,3,2,1,3,3,3,Two door sports car low to the ground.
100715345ee54d7ae38b52b4ee9d36a3,3,2,1,5,2,3,sporty coupe with upgraded exhaust
100715345ee54d7ae38b52b4ee9d36a3,3,3,3,5,5,4,A mid size economy car that seats five.
100715345ee54d7ae38b52b4ee9d36a3,3,2,4,5,5,4,A small two door car
100715345ee54d7ae38b52b4ee9d36a3,4,1,1,5,2,2,"This is a small two door sedan style sports car sitting low to the ground, but has a back seat."
100715345ee54d7ae38b52b4ee9d36a3,4,2,2,5,2,4,This is a 2 door sedan
100715345ee54d7ae38b52b4ee9d36a3,4,2,2,3,2,3,2 door sports style car upgrade rims
100715345ee54d7ae38b52b4ee9d36a3,3,2,3,5,4,3,a midsize sedan daily driver.
100715345ee54d7ae38b52b4ee9d36a3,5,2,3,5,3,2,This is a small car with two seats and four wheels.
100715345ee54d7ae38b52b4ee9d36a3,3,2,3,5,4,4,Regular looking sedan with 5 seats and low to the ground style.
100c3076c74ee1874eb766e5a46fceab,2,5,4,5,4,5,looks like a cross between a jeep and a army vehicle
100c3076c74ee1874eb766e5a46fceab,2,5,4,3,1,3,Large four wheel drive truck or military vehicle
100c3076c74ee1874eb766e5a46fceab,3,5,3,5,3,3,"A box car that has four four doors, and a bed like a truck, not a fast or slow car non emergency not luxury or economy car up seats up to four people."
100c3076c74ee1874eb766e5a46fceab,3,5,3,5,2,4,"Futuristic all terrain, four-door vehicle with large tires."
100c3076c74ee1874eb766e5a46fceab,4,4,2,2,5,3,It is a short jeep with grooves at the top and a step beneath the doors.
100c3076c74ee1874eb766e5a46fceab,2,5,5,2,2,4,Beefy SUV and Truck Combo ready for any adventure you can think of.
100c3076c74ee1874eb766e5a46fceab,2,3,3,5,2,3,A 4 door large vehicle with a truck bed and large offroad wheels
100c3076c74ee1874eb766e5a46fceab,3,5,5,2,3,4,looks like a military vehicle that carries soldiers
100c3076c74ee1874eb766e5a46fceab,2,5,4,5,2,3,Hi profile sports utility vehicle with large rugged tires.
100c3076c74ee1874eb766e5a46fceab,2,5,3,5,1,3,Very boxy tall jeep
10247b51a42b41603ffe0e5069bf1eb5,4,2,2,5,2,3,Basic sportscar with expensive wheels.
10247b51a42b41603ffe0e5069bf1eb5,4,2,1,5,3,3,Two door sports car with spoiler.
10247b51a42b41603ffe0e5069bf1eb5,3,2,2,3,2,2,A two door car with a thick tripe down in.
10247b51a42b41603ffe0e5069bf1eb5,4,2,2,5,2,3,This is a very sporty high-end car with smooth curves.
10247b51a42b41603ffe0e5069bf1eb5,4,4,2,5,3,3,small two-door sports car
10247b51a42b41603ffe0e5069bf1eb5,5,4,3,5,5,3,Another car that looks manly but is just a cheap car
10247b51a42b41603ffe0e5069bf1eb5,4,2,2,3,2,2,Mid-sized sedan with sport hood vents and sporty rims.
10247b51a42b41603ffe0e5069bf1eb5,2,1,1,3,3,3,A uni body one strip car
10247b51a42b41603ffe0e5069bf1eb5,5,3,1,5,3,3,"Two door sports car with four wheels, luxury non emergency."
10247b51a42b41603ffe0e5069bf1eb5,3,2,2,4,4,3,The vehicle is a two door sedan with engine vents in the hood and a small spoiler.
10555502fa7b3027283ffcfc40c29975,5,1,1,5,2,2,"This is a compact car with a rounded top, headlights that are raised slightly, and a spoiler on the back."
10555502fa7b3027283ffcfc40c29975,4,1,1,5,2,3,"short, curvy, two door sporty looking car with a spoiler on the trunk"
10555502fa7b3027283ffcfc40c29975,3,1,1,5,1,3,A two-door sports coupe that has a spoiler on the back and resembles a Porsche 911.
10555502fa7b3027283ffcfc40c29975,5,3,3,3,5,3,small sports car with spoiler maybe seats 4
10555502fa7b3027283ffcfc40c29975,5,2,2,5,1,3,Reminds me a lot of a Porsche 911
10555502fa7b3027283ffcfc40c29975,3,1,3,5,2,3,"a road vehicle, typically with four wheels, powered by an internal combustion engine and able to carry a small number of people"
10555502fa7b3027283ffcfc40c29975,2,1,1,3,3,3,Luxury Sports sedan with rear spoiler
10555502fa7b3027283ffcfc40c29975,4,2,2,5,1,2,exotic sports like porsche non convvertible
10555502fa7b3027283ffcfc40c29975,3,2,1,5,2,2,"This is a curvy, fast car."
10555502fa7b3027283ffcfc40c29975,4,1,2,5,1,2,"Low, curvy, sports coupe with spoiler"
107699ca67fcdf3fea999fe4ffdc2504,4,2,1,5,2,2,two door sporty porsche style car with large spoiler
107699ca67fcdf3fea999fe4ffdc2504,3,1,1,5,1,2,Modern two door race car with spoiler
107699ca67fcdf3fea999fe4ffdc2504,4,1,1,5,2,2,2 door sports car with wing. Porsche GT3RS
107699ca67fcdf3fea999fe4ffdc2504,5,1,1,5,1,2,"Two door sports car with an airfoil, a hood that conforms to round headlights and a large rear windshield."
107699ca67fcdf3fea999fe4ffdc2504,4,2,2,4,2,3,It is a compact with a spoiler and large headlights
107699ca67fcdf3fea999fe4ffdc2504,5,1,1,5,1,2,Be the talk of the town in this sleek 2 door sports car.
107699ca67fcdf3fea999fe4ffdc2504,4,2,2,5,2,3,2 door sports car with decals on doors and rear spoiler fin
107699ca67fcdf3fea999fe4ffdc2504,4,3,2,5,2,3,Short two door sportscar with spoiler
107699ca67fcdf3fea999fe4ffdc2504,3,2,2,5,3,2,Two door coupe with a large spoiler and some graphics.
107699ca67fcdf3fea999fe4ffdc2504,4,1,1,5,1,2,a sportscar with a spoiler
1079efee042629d4ce28f0f1b509eda,3,3,3,5,2,3,Small economy type car usually seats 2 to 4 people has the capability to pick up faster speed.
1079efee042629d4ce28f0f1b509eda,5,1,2,5,2,2,2 door sports coupe.
1079efee042629d4ce28f0f1b509eda,4,2,1,5,4,3,A two door curvy sports coupe.
1079efee042629d4ce28f0f1b509eda,2,2,1,3,2,2,mid luxury car that were popular in the 2000's
1079efee042629d4ce28f0f1b509eda,4,1,2,5,2,3,Two door sporty coupe.
1079efee042629d4ce28f0f1b509eda,4,2,2,5,4,3,A sport but basic looking two door car.
1079efee042629d4ce28f0f1b509eda,4,2,2,5,4,3,It is compact with two doors and an angled short trunk
1079efee042629d4ce28f0f1b509eda,3,2,2,5,2,3,Newer model 4 seat car
1079efee042629d4ce28f0f1b509eda,3,1,1,5,1,3,This is a two door luxury coupe with a dark roof.
1079efee042629d4ce28f0f1b509eda,3,1,3,5,1,3,a luxury sedan with a rounded design
107a17c6f2dd9c488924120dfad0e290,4,4,1,5,1,2,It is a 2-door rally-style race car with a tall spoiler and a very angular shape.
107a17c6f2dd9c488924120dfad0e290,5,4,1,3,3,2,This is a two door sports car with a fin on the back for stabilization at high speed for racing on a track.
107a17c6f2dd9c488924120dfad0e290,4,5,1,5,3,2,A sporty looking car with a spoiler and lots of decals.
107a17c6f2dd9c488924120dfad0e290,4,4,1,5,1,2,This car has a grooved design akin to those found in rally cars.
107a17c6f2dd9c488924120dfad0e290,3,4,1,5,3,1,an automobile built or modified for racing.
107a17c6f2dd9c488924120dfad0e290,4,4,1,5,3,2,Short Sports Sedan with 2 Seats...
107a17c6f2dd9c488924120dfad0e290,3,2,1,5,4,1,Racing sports car with rear spoiler.
107a17c6f2dd9c488924120dfad0e290,4,3,2,3,3,1,This is a sports car with a large fender on its backside.
107a17c6f2dd9c488924120dfad0e290,4,2,2,5,3,3,2 door sports car with rear spoiler fin. Decals on all sides.
107a17c6f2dd9c488924120dfad0e290,4,5,1,5,2,2,It's a two doors racing car.
109567d7d55b8fe515a520abec2f04dd,4,4,4,5,4,3,"Small, boxy car with tinted windows."
109567d7d55b8fe515a520abec2f04dd,2,2,3,5,3,4,It is a medium-size SUV with modern body style.
109567d7d55b8fe515a520abec2f04dd,2,5,4,5,4,4,A four door SUV with rims
109567d7d55b8fe515a520abec2f04dd,4,2,2,5,3,4,a four door suv without trailer hitch.
109567d7d55b8fe515a520abec2f04dd,4,4,4,5,1,4,smaller 4 door mercedes suv
109567d7d55b8fe515a520abec2f04dd,4,2,4,5,5,3,On road caper luggage carrier
109567d7d55b8fe515a520abec2f04dd,2,4,3,5,1,4,Four dour luxury SUV with rims
109567d7d55b8fe515a520abec2f04dd,2,2,2,2,2,3,this is a four door suv
109567d7d55b8fe515a520abec2f04dd,2,2,2,5,2,4,Four door newer-style SUV.
109567d7d55b8fe515a520abec2f04dd,2,3,4,5,3,3,4 door sports utility vehicle with hatchback and small grill
10d388f6f578e4e8851f021b9ed69c58,4,2,1,5,2,3,It is a sleek two-door sports car.
10d388f6f578e4e8851f021b9ed69c58,4,1,1,5,3,2,A cute sports car for the younger crowd.
10d388f6f578e4e8851f021b9ed69c58,2,2,1,5,1,3,"A luxury, fast car that is slightly long and seats four."
10d388f6f578e4e8851f021b9ed69c58,3,1,1,5,2,2,"Small, compact, racing style sports car."
10d388f6f578e4e8851f021b9ed69c58,3,2,2,5,2,2,Street racing cart with a lot of style
10d388f6f578e4e8851f021b9ed69c58,2,2,1,5,2,3,Long Nissan Sports 2Dr with Hatchback...
10d388f6f578e4e8851f021b9ed69c58,4,1,1,5,2,3,SPorts car with large spoiler and compact design.
10d388f6f578e4e8851f021b9ed69c58,2,2,2,5,4,2,This is a sports car with a fender on its trunk area.
10d388f6f578e4e8851f021b9ed69c58,3,2,2,5,3,3,"This is a curvy, fast car."
10d388f6f578e4e8851f021b9ed69c58,4,2,3,3,3,3,This is a sport car with two doors.
10e15fd62309a13d1812324a4c0d910,3,3,3,4,3,3,Very large spoiler on trunk but otherwise a standard looking sedan-type car
10e15fd62309a13d1812324a4c0d910,4,2,2,5,4,3,A two door hatchback with spoiler.
10e15fd62309a13d1812324a4c0d910,4,3,3,5,3,3,"Sports style, two-door, comact SUV."
10e15fd62309a13d1812324a4c0d910,4,1,1,5,3,3,A typical mid-sized aerodynamic car with rear spoiler
10e15fd62309a13d1812324a4c0d910,4,2,2,5,2,2,"Small, two door, sports car style with a fin."
10e15fd62309a13d1812324a4c0d910,4,2,2,5,4,3,This is a two door sports coupe with a hatch back and a large spoiler.
10e15fd62309a13d1812324a4c0d910,4,1,2,5,4,3,"Curvy, 2-door hatchback with spoiler and custom hood"
10e15fd62309a13d1812324a4c0d910,4,3,2,5,3,3,"This is a short, non emergency car."
10e15fd62309a13d1812324a4c0d910,5,2,4,5,5,3,Short compact hatchback with a large spoiler.
10e15fd62309a13d1812324a4c0d910,2,2,2,2,2,3,this is new modern car. very very nice looking car. back side very good looking. 4 seats car.
1100f9eac1ca426a3dc399576707b67,3,2,2,3,3,2,"A sport car, 2 door, cool doors."
1100f9eac1ca426a3dc399576707b67,4,1,2,5,5,2,Two door sports car with curvy design and custom wheels.
1100f9eac1ca426a3dc399576707b67,4,2,1,1,5,4,This is 4 wheel car. There is 4 seats. It has two-sided mirror. The backbone is a little sleepy. Very fast going.
1100f9eac1ca426a3dc399576707b67,3,1,1,5,1,2,"2 door sports car, Ferrari?"
1100f9eac1ca426a3dc399576707b67,1,4,1,5,1,2,older style sport vehicle with 2 doors and a long back.
1100f9eac1ca426a3dc399576707b67,3,4,3,5,2,3,"a road vehicle, typically with four wheels, powered by an internal combustion engine and able to carry a small number of people"
1100f9eac1ca426a3dc399576707b67,3,1,1,5,2,2,high speed sports car and very thin cuts
1100f9eac1ca426a3dc399576707b67,4,2,2,5,4,2,This is a sedan with a curved hood and four wheels.
1100f9eac1ca426a3dc399576707b67,3,2,1,4,2,3,Two door modern sports car
1100f9eac1ca426a3dc399576707b67,3,2,2,3,1,2,"A short, two door sports car."
1137cd58d6a45c6659a47b1880958de9,3,2,2,5,2,3,"Basic, sporty looking car that seats 4."
1137cd58d6a45c6659a47b1880958de9,2,2,2,5,2,2,muscle car body with mostly factory parts.
1137cd58d6a45c6659a47b1880958de9,3,1,1,5,1,3,A very sporty car that looks like a musclecar.
1137cd58d6a45c6659a47b1880958de9,2,2,1,5,4,2,Medium sized coupe sports car.
1137cd58d6a45c6659a47b1880958de9,1,4,1,5,5,2,Two door Dodge sports car.
1137cd58d6a45c6659a47b1880958de9,2,3,2,5,2,2,Similar to A Chevy Camaro
1137cd58d6a45c6659a47b1880958de9,3,2,2,5,3,3,Sports var with large front end and large tires.
1137cd58d6a45c6659a47b1880958de9,3,1,1,5,2,3,2-door modern muscle sports car.
1137cd58d6a45c6659a47b1880958de9,1,1,3,3,3,3,A Dodge car with an tall wheel displacement
1137cd58d6a45c6659a47b1880958de9,4,4,2,5,3,3,"This is a short, boxy car."
114b662c64caba81bb07f8c2248e54bc,2,2,1,2,3,3,A mid sized sedan that would seat up to four people comfortably.
114b662c64caba81bb07f8c2248e54bc,3,3,3,1,3,3,A sporty looking police car or emergency vehicle.
114b662c64caba81bb07f8c2248e54bc,1,2,1,1,4,3,A long police car with attachments attached for security purposes
114b662c64caba81bb07f8c2248e54bc,3,2,2,1,4,2,This car has an aerodynamic design and emergency flashers on the top.
114b662c64caba81bb07f8c2248e54bc,3,2,2,1,3,3,NYPD police car charger
114b662c64caba81bb07f8c2248e54bc,2,4,1,1,5,4,A four door police cruiser with a bank of emergency lights on the roof and police decals on the doors and hood.
114b662c64caba81bb07f8c2248e54bc,3,1,2,1,3,2,Big block pursuit vehicle
114b662c64caba81bb07f8c2248e54bc,2,4,2,1,2,4,It is a 2-door full-size modern-style car with a large moon roof.
114b662c64caba81bb07f8c2248e54bc,3,3,2,1,4,3,This is a plice car with lights on the roof.
114b662c64caba81bb07f8c2248e54bc,2,2,2,1,2,2,This is a two doors police sports car.
115170b8b44f9e2e5b2bb28aa7453162,1,1,1,5,1,2,High end luxury sports car import.
115170b8b44f9e2e5b2bb28aa7453162,4,2,3,3,3,2,"A strange looking car, wide front and wideback."
115170b8b44f9e2e5b2bb28aa7453162,4,1,1,5,1,2,this is a sports style car that has a symbol on the hood.
115170b8b44f9e2e5b2bb28aa7453162,4,1,1,5,1,2,A two door sports car with short body.
115170b8b44f9e2e5b2bb28aa7453162,2,1,1,5,1,2,two door sports car with wide wheel arches
115170b8b44f9e2e5b2bb28aa7453162,4,2,1,3,1,2,luxury sports racing  car 2 door luxury rims decals on car hood
115170b8b44f9e2e5b2bb28aa7453162,5,4,1,5,1,2,A two door sports car that sits close to the groun with a decal on the front and a carved out emblem on the roof.
115170b8b44f9e2e5b2bb28aa7453162,4,2,1,5,1,2,A very jagged looking racing car.
115170b8b44f9e2e5b2bb28aa7453162,3,2,1,5,1,2,race car with very strange cuts and speed high speed
115170b8b44f9e2e5b2bb28aa7453162,2,2,1,5,1,2,"supercar sport vehicle, with rocky pointed reliefs in all its body, with a detail of a trident symbol on its roof, low profile rims."
1151e7cd24f5bd21ccbd9e5bb82dd04,2,2,2,5,2,4,4 door SUV with roof rack and rear tire on back door.
1151e7cd24f5bd21ccbd9e5bb82dd04,1,2,3,5,2,5,Long luxury SUV with comfortable seating
1151e7cd24f5bd21ccbd9e5bb82dd04,1,5,3,4,1,4,SUV with roof rack and spare tire
1151e7cd24f5bd21ccbd9e5bb82dd04,2,2,2,5,2,5,Four door family sport utility
1151e7cd24f5bd21ccbd9e5bb82dd04,4,4,4,4,4,3,It is compact with ridges at the top and four doors.
1151e7cd24f5bd21ccbd9e5bb82dd04,4,5,4,5,4,4,A four door sport utility vehicle with a luggage rack and spoiler on the roof and an exposed spair tire on the back.
1151e7cd24f5bd21ccbd9e5bb82dd04,2,3,2,5,3,4,A sporty 4 door wagon with spare tire on back.
1151e7cd24f5bd21ccbd9e5bb82dd04,2,4,2,5,1,4,Modern heavily modified Range Rover.
1151e7cd24f5bd21ccbd9e5bb82dd04,4,4,3,4,3,3,"This is a short, non emergency car."
1151e7cd24f5bd21ccbd9e5bb82dd04,2,2,4,5,4,4,This is a minivan with four wheels and 5 seats.
1166b049a7230db9f50f5d46dfed0533,4,1,1,5,2,2,two door short car with large wheels
1166b049a7230db9f50f5d46dfed0533,4,2,1,5,2,2,Two door race car style
1166b049a7230db9f50f5d46dfed0533,3,2,1,5,2,2,two door sports car seats two people
1166b049a7230db9f50f5d46dfed0533,4,4,1,5,1,2,Very fast looking sports car coupe.  The hood is depressed below extremely tall arches over the wheels giving the car head on a V like appearance.
1166b049a7230db9f50f5d46dfed0533,4,2,1,5,2,3,It is a short banged up racecar with a stripe down the hood.
1166b049a7230db9f50f5d46dfed0533,5,4,2,4,2,2,small sports car with 2 doors and a stripe running down the middle
1166b049a7230db9f50f5d46dfed0533,4,2,1,1,1,2,This is a sport car with capacity for two people.
1166b049a7230db9f50f5d46dfed0533,3,3,3,5,3,2,a sports car with flat lines and smooth design
1166b049a7230db9f50f5d46dfed0533,4,1,3,5,3,3,2 door sporty car with camo design
1166b049a7230db9f50f5d46dfed0533,4,3,2,5,3,2,"This is a short, non emergency car."
1176dff7f0ec879719d740e0f6a9a113,3,1,2,5,2,3,"Modern, curvy, sports coupe with 2 doors"
1176dff7f0ec879719d740e0f6a9a113,4,2,3,4,4,2,This is a short car with two doors.
1176dff7f0ec879719d740e0f6a9a113,2,1,1,5,3,3,sporty mid sized car
1176dff7f0ec879719d740e0f6a9a113,4,2,4,5,4,4,Two door small sedan
1176dff7f0ec879719d740e0f6a9a113,3,2,1,5,2,2,This is a long and low sporty car with two doors and a small trunk.
1176dff7f0ec879719d740e0f6a9a113,2,2,2,2,4,3,This is a sport car with capacity for two people.
1176dff7f0ec879719d740e0f6a9a113,5,4,2,5,5,3,A cheap car that looks nice. Might go a little fast.
1176dff7f0ec879719d740e0f6a9a113,2,3,2,5,4,2,This car looks to be from the 90s. It's shaped like a sedan and it's a little sporty looking. A cool car with a long hood.
1176dff7f0ec879719d740e0f6a9a113,1,2,2,5,1,3,Long sporty 2-door sedan.
1176dff7f0ec879719d740e0f6a9a113,5,5,5,5,3,2,"Two door sports car with four wheels, luxury non emergency."
119033fe083145e22f31600ac759c763,4,2,3,5,1,2,"The car is a two door, four wheeled vehicle with four round headlights at the front of the car. The body is slightly cursed with small windows and average sized front and back windshield. The gas tank is on the driver's side of the car, and the back where the trunk is place is a small space."
119033fe083145e22f31600ac759c763,3,1,2,4,2,3,"This car has a curvy, low, and sleek shape."
119033fe083145e22f31600ac759c763,3,2,2,3,2,2,A two door Mercedes Benz.
119033fe083145e22f31600ac759c763,4,2,3,5,2,2,commercial truck with front respirators and 2 seats
119033fe083145e22f31600ac759c763,4,2,1,5,2,3,A shirt normal sports car
119033fe083145e22f31600ac759c763,2,3,3,5,4,3,It is a 2-door midsize car with vents on the hood and rounded corners.
119033fe083145e22f31600ac759c763,3,2,2,5,1,2,"Sleek, 2-door sports coupe"
119033fe083145e22f31600ac759c763,2,2,1,5,1,2,A two door long nosed sports car from Mercedes.
119033fe083145e22f31600ac759c763,3,2,3,5,1,2,midsize vehicle non convertible old classic mercedes
